"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 23 12737 13 7 2 1
"3" 8 33 12725 23 5 3 2
"4" 12 41 12719 30 2 5 4
"5" 16 46 12714 31 5 5 5
"6" 20 56 12703 36 6 7 7
"7" 24 66 12692 34 7 7 18
"8" 28 76 12683 36 9 9 22
"9" 32 89 12671 41 12 12 24
"10" 36 101 12656 44 11 15 31
"11" 40 116 12644 50 12 16 38
"12" 44 137 12622 60 11 20 46
"13" 48 149 12611 60 16 22 51
"14" 52 161 12598 59 18 27 57
"15" 56 181 12578 61 25 33 62
"16" 60 204 12553 64 29 40 71
"17" 64 236 12524 84 29 43 80
"18" 68 264 12494 91 28 48 97
"19" 72 285 12471 97 24 52 112
"20" 76 307 12452 92 31 55 129
"21" 80 339 12420 95 37 63 144
"22" 84 372 12385 109 33 72 158
"23" 88 401 12356 120 27 79 175
"24" 92 432 12321 120 33 87 192
"25" 96 466 12290 120 36 97 213
"26" 100 493 12261 117 46 103 227
"27" 104 535 12225 123 47 117 248
"28" 108 567 12188 125 47 127 268
"29" 112 604 12154 135 41 144 284
"30" 116 634 12122 123 47 158 306
"31" 120 662 12094 117 51 169 325
"32" 124 700 12058 118 47 180 355
"33" 128 723 12030 119 37 187 380
"34" 132 754 12001 114 49 196 395
"35" 136 777 11979 107 42 211 417
"36" 140 799 11959 95 46 219 439
"37" 144 832 11926 90 44 232 466
"38" 148 845 11911 78 43 240 484
"39" 152 871 11886 81 39 249 502
"40" 156 888 11868 81 31 259 517
"41" 160 908 11848 74 34 262 538
"42" 164 923 11834 66 38 266 553
"43" 168 937 11821 60 38 273 566
"44" 172 952 11805 56 33 278 585
"45" 176 960 11797 43 32 282 603
"46" 180 971 11788 38 28 290 615
"47" 184 986 11772 38 24 294 630
"48" 188 996 11763 36 27 298 635
"49" 192 1002 11756 33 26 301 642
"50" 196 1013 11747 39 20 305 649
"51" 200 1019 11738 35 21 308 655
