"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 28 127481 18 8 1 1
"3" 8 46 127464 36 5 1 4
"4" 12 63 127443 45 6 1 11
"5" 16 82 127422 60 8 1 13
"6" 20 112 127396 80 6 4 22
"7" 24 148 127361 100 17 7 24
"8" 28 181 127325 111 20 14 36
"9" 32 224 127279 135 26 18 45
"10" 36 303 127200 190 31 24 58
"11" 40 385 127119 241 32 39 73
"12" 44 460 127042 281 49 42 88
"13" 48 570 126921 341 65 53 111
"14" 52 749 126743 455 79 67 148
"15" 56 946 126536 564 107 85 190
"16" 60 1227 126258 755 115 98 259
"17" 64 1520 125951 925 142 124 329
"18" 68 1940 125519 1183 202 154 401
"19" 72 2461 124977 1496 256 199 510
"20" 76 3122 124311 1877 359 250 636
"21" 80 4121 123293 2553 426 327 815
"22" 84 5223 122138 3256 538 417 1012
"23" 88 6640 120706 4136 660 540 1304
"24" 92 8421 118862 5199 852 688 1682
"25" 96 10645 116586 6476 1124 891 2154
"26" 100 13456 113708 8177 1398 1138 2743
"27" 104 16861 110220 10066 1846 1468 3481
"28" 108 21150 105845 12485 2362 1885 4418
"29" 112 26457 100423 15481 2949 2418 5609
"30" 116 32630 94054 18894 3578 3057 7101
"31" 120 39758 86820 22636 4380 3849 8893
"32" 124 47951 78423 26554 5434 4831 11132
"33" 128 57226 68998 30713 6635 5977 13901
"34" 132 67174 58822 34666 7828 7419 17261
"35" 136 77511 48451 37951 9316 9087 21157
"36" 140 87574 38259 40103 10744 11036 25691
"37" 144 97072 28780 40846 12020 13239 30967
"38" 148 105421 20452 39755 13122 15760 36784
"39" 152 112389 13562 37063 14029 18432 42865
"40" 156 117665 8403 32778 14339 21235 49313
"41" 160 121466 4814 27642 14040 24050 55734
"42" 164 123854 2712 21869 13237 26656 62092
"43" 168 125191 1532 16226 12066 29123 67776
"44" 172 126125 877 11436 10451 31334 72904
"45" 176 126608 519 7688 8573 33102 77245
"46" 180 126909 342 4983 6566 34640 80720
"47" 184 127098 249 3115 4983 35714 83286
"48" 188 127217 185 1948 3514 36542 85213
"49" 192 127283 150 1138 2442 37120 86583
"50" 196 127320 130 655 1665 37526 87474
"51" 200 127354 118 366 1083 37812 88093
