"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127488 12 5 1 4
"3" 8 37 127473 26 4 2 5
"4" 12 43 127466 31 3 2 7
"5" 16 58 127451 41 6 3 8
"6" 20 77 127431 50 10 5 12
"7" 24 98 127407 67 9 6 16
"8" 28 141 127367 95 16 10 20
"9" 32 187 127320 125 20 13 29
"10" 36 237 127271 159 20 20 38
"11" 40 299 127200 193 31 24 51
"12" 44 387 127117 250 41 32 64
"13" 48 487 127009 300 56 42 89
"14" 52 618 126876 381 65 54 118
"15" 56 796 126679 503 80 62 151
"16" 60 1065 126423 679 112 83 191
"17" 64 1335 126137 839 131 106 259
"18" 68 1698 125772 1051 187 138 322
"19" 72 2194 125280 1340 243 180 431
"20" 76 2806 124631 1710 332 225 539
"21" 80 3625 123772 2237 406 290 692
"22" 84 4645 122740 2872 502 382 889
"23" 88 5889 121455 3625 623 502 1139
"24" 92 7525 119792 4644 792 624 1465
"25" 96 9462 117803 5767 1023 800 1872
"26" 100 12048 115185 7278 1346 1014 2410
"27" 104 15205 111940 9177 1677 1287 3064
"28" 108 19141 107860 11430 2102 1664 3945
"29" 112 23903 102986 14184 2623 2110 4986
"30" 116 29711 96990 17461 3240 2702 6308
"31" 120 36539 90102 21077 4025 3450 7987
"32" 124 44731 81681 25321 5094 4334 9982
"33" 128 53884 72387 29697 6155 5450 12582
"34" 132 63678 62393 33880 7434 6785 15579
"35" 136 73825 52180 37230 8850 8460 19285
"36" 140 84057 41817 39753 10286 10401 23617
"37" 144 94046 31781 41073 11784 12572 28617
"38" 148 103055 22790 40687 13165 14922 34281
"39" 152 110530 15309 38563 13864 17624 40479
"40" 156 116576 9532 34864 14413 20345 46954
"41" 160 120684 5605 29655 14525 23145 53359
"42" 164 123302 3203 23727 13818 25852 59905
"43" 168 124963 1762 18001 12555 28456 65951
"44" 172 125924 977 12823 11051 30757 71293
"45" 176 126551 552 8764 9206 32623 75958
"46" 180 126897 328 5642 7265 34246 79744
"47" 184 127112 220 3546 5477 35425 82664
"48" 188 127202 171 2121 4029 36305 84747
"49" 192 127277 134 1238 2785 36950 86304
"50" 196 127336 115 731 1895 37398 87312
"51" 200 127370 109 400 1225 37670 88075
