"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 30 127480 20 8 1 1
"3" 32 35 127475 24 7 1 3
"4" 48 48 127461 32 8 1 7
"5" 64 62 127446 42 5 3 12
"6" 80 85 127419 59 6 4 16
"7" 96 110 127397 74 10 6 20
"8" 112 136 127372 91 13 6 26
"9" 128 162 127343 101 21 9 31
"10" 144 212 127293 130 31 14 37
"11" 160 263 127237 163 27 18 55
"12" 176 331 127174 204 27 22 78
"13" 192 406 127094 241 49 30 86
"14" 208 529 126961 318 65 39 107
"15" 224 688 126807 425 66 58 139
"16" 240 879 126611 536 90 78 175
"17" 256 1118 126361 694 114 95 215
"18" 272 1436 126031 883 160 112 281
"19" 288 1895 125564 1204 185 151 355
"20" 304 2416 125034 1514 264 186 452
"21" 320 3104 124325 1956 315 241 592
"22" 336 3996 123414 2519 415 309 753
"23" 352 5050 122331 3148 510 397 995
"24" 368 6419 120915 3955 674 516 1274
"25" 384 8169 119115 4994 881 661 1633
"26" 400 10372 116882 6316 1123 842 2091
"27" 416 13098 114039 7959 1408 1079 2652
"28" 432 16629 110468 10070 1826 1385 3348
"29" 448 20885 106054 12525 2265 1807 4288
"30" 464 25954 100893 15407 2822 2330 5395
"31" 480 31918 94776 18664 3525 2915 6814
"32" 496 39239 87331 22531 4413 3669 8626
"33" 512 47568 78847 26698 5405 4589 10876
"34" 528 57013 69283 30995 6608 5794 13616
"35" 544 66975 59059 35025 7777 7192 16981
"36" 560 77164 48783 38126 9243 8917 20878
"37" 576 87343 38504 40273 10654 10928 25488
"38" 592 97127 28729 41235 12173 13088 30631
"39" 608 105441 20395 40229 13083 15604 36525
"40" 624 112511 13403 37441 13992 18248 42830
"41" 640 117897 8170 33308 14246 21012 49331
"42" 656 121675 4704 27861 14099 23784 55931
"43" 672 123916 2650 21812 13421 26516 62167
"44" 688 125387 1426 16201 12178 29032 67976
"45" 704 126148 830 11373 10594 31164 73017
"46" 720 126635 512 7562 8598 33047 77428
"47" 736 126897 354 4814 6693 34546 80844
"48" 752 127095 244 2978 5043 35688 83386
"49" 768 127182 193 1785 3552 36500 85345
"50" 784 127287 161 1046 2438 37102 86701
"51" 800 127322 140 609 1672 37483 87558
