"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 27 127483 17 6 0 4
"3" 8 41 127468 30 4 2 5
"4" 12 52 127457 40 3 2 7
"5" 16 61 127446 44 5 3 9
"6" 20 86 127423 61 10 4 11
"7" 24 105 127404 73 11 5 16
"8" 28 139 127367 92 18 7 22
"9" 32 181 127323 117 18 13 33
"10" 36 238 127267 159 21 14 44
"11" 40 314 127194 211 26 17 60
"12" 44 395 127107 249 50 23 73
"13" 48 513 126982 337 52 30 94
"14" 52 639 126861 398 75 39 127
"15" 56 842 126653 514 102 59 167
"16" 60 1092 126395 672 114 80 226
"17" 64 1351 126132 830 135 109 277
"18" 68 1677 125786 1026 151 144 356
"19" 72 2100 125372 1242 229 177 452
"20" 76 2606 124848 1534 251 237 584
"21" 80 3279 124151 1923 353 301 702
"22" 84 4205 123218 2514 429 368 894
"23" 88 5329 122055 3210 510 461 1148
"24" 92 6660 120688 4022 655 573 1410
"25" 96 8348 118935 4969 908 750 1721
"26" 100 10611 116651 6372 1131 931 2177
"27" 104 13404 113751 8080 1422 1164 2738
"28" 108 16826 110242 10049 1848 1460 3469
"29" 112 21076 105851 12536 2318 1866 4356
"30" 116 26408 100439 15605 2900 2336 5567
"31" 120 32530 94201 18953 3513 3004 7060
"32" 124 39780 86849 22705 4426 3773 8876
"33" 128 48091 78296 26702 5464 4738 11187
"34" 132 57492 68786 30999 6608 5905 13980
"35" 136 67446 58704 34897 7926 7271 17352
"36" 140 77771 48202 38060 9460 8950 21301
"37" 144 87975 37825 40314 10786 10942 25933
"38" 148 97442 28384 40862 12160 13222 31198
"39" 152 105766 20050 39797 13313 15608 37048
"40" 156 112793 13167 37054 14041 18265 43433
"41" 160 117929 8219 32737 14181 21026 49985
"42" 164 121473 4809 27184 14117 23824 56348
"43" 168 123878 2694 21505 13255 26510 62608
"44" 172 125255 1515 15987 12043 28912 68313
"45" 176 126074 877 11311 10206 31203 73354
"46" 180 126601 527 7667 8268 33037 77629
"47" 184 126910 352 4975 6511 34504 80920
"48" 188 127096 247 3053 4885 35636 83522
"49" 192 127227 191 1904 3485 36448 85390
"50" 196 127284 162 1126 2418 37053 86687
"51" 200 127318 146 644 1671 37435 87568
