"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 29 127481 19 4 3 3
"3" 8 39 127469 29 3 4 3
"4" 12 52 127458 37 6 5 4
"5" 16 59 127449 41 6 6 6
"6" 20 74 127434 47 8 9 10
"7" 24 98 127410 62 10 11 15
"8" 28 108 127397 63 7 14 24
"9" 32 137 127367 80 14 15 28
"10" 36 170 127337 94 24 19 33
"11" 40 218 127290 129 18 26 45
"12" 44 259 127245 148 24 32 55
"13" 48 322 127176 180 35 37 70
"14" 52 415 127088 239 46 47 83
"15" 56 510 126981 290 60 61 99
"16" 60 655 126839 387 67 72 129
"17" 64 809 126686 487 66 86 170
"18" 68 995 126486 576 105 107 207
"19" 72 1245 126238 703 153 129 260
"20" 76 1672 125803 998 192 157 325
"21" 80 2116 125348 1291 211 195 419
"22" 84 2639 124814 1610 256 245 528
"23" 88 3287 124145 1978 333 313 663
"24" 92 4193 123223 2525 439 381 848
"25" 96 5283 122096 3162 561 483 1077
"26" 100 6751 120596 4063 720 596 1372
"27" 104 8430 118867 5043 894 742 1751
"28" 108 10695 116538 6448 1125 916 2206
"29" 112 13532 113621 8151 1423 1177 2781
"30" 116 16874 110214 10113 1741 1502 3518
"31" 120 21202 105800 12609 2269 1916 4408
"32" 124 26388 100456 15557 2865 2433 5533
"33" 128 32683 94054 18956 3627 3058 7042
"34" 132 39967 86612 22833 4430 3802 8902
"35" 136 48264 78130 26861 5499 4756 11148
"36" 140 57785 68426 31165 6767 5937 13916
"37" 144 67636 58406 34960 7977 7370 17329
"38" 148 77885 47985 38140 9452 9009 21284
"39" 152 87964 37910 40170 10746 11043 26005
"40" 156 97438 28404 40768 12180 13334 31156
"41" 160 105778 20100 39744 13208 15738 37088
"42" 164 112684 13234 36840 13975 18518 43351
"43" 168 118096 8065 32740 14170 21353 49833
"44" 172 121619 4719 27259 14060 24083 56217
"45" 176 123847 2715 21278 13494 26659 62416
"46" 180 125342 1487 15894 12065 29177 68206
"47" 184 126156 854 11214 10243 31342 73357
"48" 188 126644 527 7554 8405 33173 77512
"49" 192 126940 335 4936 6468 34686 80850
"50" 196 127119 236 3083 4797 35773 83466
"51" 200 127228 180 1837 3493 36530 85368
