"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 33 127476 23 6 0 4
"3" 32 48 127461 38 3 1 6
"4" 48 52 127456 39 6 1 6
"5" 64 66 127440 47 7 1 11
"6" 80 86 127420 57 13 4 12
"7" 96 110 127396 70 10 8 22
"8" 112 139 127366 87 12 9 31
"9" 128 185 127319 110 24 9 42
"10" 144 267 127235 168 26 15 58
"11" 160 333 127168 219 23 20 71
"12" 176 400 127098 254 22 28 96
"13" 192 510 126993 314 49 33 114
"14" 208 620 126877 358 65 48 149
"15" 224 768 126722 448 85 55 180
"16" 240 1003 126485 603 94 71 235
"17" 256 1297 126182 782 125 96 294
"18" 272 1609 125864 964 151 130 364
"19" 288 2020 125438 1212 210 163 435
"20" 304 2597 124833 1587 257 200 553
"21" 320 3320 124126 2034 325 261 700
"22" 336 4259 123135 2624 437 328 870
"23" 352 5363 121994 3266 570 424 1103
"24" 368 6790 120552 4124 685 569 1412
"25" 384 8525 118745 5145 875 738 1767
"26" 400 10799 116411 6526 1119 931 2223
"27" 416 13585 113547 8123 1454 1186 2822
"28" 432 17135 109968 10249 1822 1505 3559
"29" 448 21235 105735 12499 2303 1920 4513
"30" 464 26524 100320 15500 2916 2455 5653
"31" 480 32624 94064 18811 3646 3111 7056
"32" 496 39927 86617 22650 4506 3878 8893
"33" 512 48152 78160 26638 5500 4875 11139
"34" 528 57373 68843 30740 6648 6022 13963
"35" 544 67218 58903 34573 7918 7470 17257
"36" 560 77223 48677 37446 9283 9231 21263
"37" 576 87348 38544 39725 10658 11227 25738
"38" 592 96783 29076 40434 11982 13470 30897
"39" 608 105253 20661 39600 13122 15931 36600
"40" 624 112172 13826 36933 13909 18580 42750
"41" 640 117520 8628 32906 14167 21295 49152
"42" 656 121157 5169 27464 13973 24032 55688
"43" 672 123678 2915 21860 13189 26703 61926
"44" 688 125180 1648 16368 11909 29205 67698
"45" 704 125999 943 11601 10137 31379 72882
"46" 720 126555 612 7806 8363 33253 77133
"47" 736 126837 401 5072 6604 34703 80458
"48" 752 127038 287 3158 4983 35834 83063
"49" 768 127184 210 1921 3519 36668 85076
"50" 784 127266 178 1160 2514 37234 86358
"51" 800 127308 154 665 1691 37629 87323
