"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 24 127486 14 3 3 4
"3" 32 29 127481 19 1 3 6
"4" 48 37 127473 26 2 3 6
"5" 64 36 127471 23 3 3 7
"6" 80 49 127459 28 6 3 12
"7" 96 69 127438 43 6 5 15
"8" 112 93 127416 60 9 5 19
"9" 128 114 127393 75 11 7 21
"10" 144 150 127356 97 18 10 25
"11" 160 202 127302 136 19 13 34
"12" 176 250 127253 163 24 19 44
"13" 192 321 127180 207 35 24 55
"14" 208 429 127072 285 47 29 68
"15" 224 544 126955 349 55 45 95
"16" 240 683 126810 423 82 58 120
"17" 256 887 126609 554 106 76 151
"18" 272 1140 126334 713 128 90 209
"19" 288 1454 126018 903 157 114 280
"20" 304 1872 125588 1156 213 147 356
"21" 320 2372 125066 1483 245 182 462
"22" 336 3086 124341 1944 321 227 594
"23" 352 3923 123493 2453 416 295 759
"24" 368 4980 122398 3126 505 378 971
"25" 384 6307 121016 3937 647 505 1218
"26" 400 8109 119172 4989 883 656 1581
"27" 416 10288 116963 6288 1114 850 2036
"28" 432 13118 114038 7984 1489 1077 2568
"29" 448 16519 110563 9993 1812 1406 3308
"30" 464 20688 106245 12382 2252 1817 4237
"31" 480 25869 101012 15365 2815 2306 5383
"32" 496 32010 94719 18725 3578 2913 6794
"33" 512 39277 87260 22512 4402 3695 8668
"34" 528 47528 78881 26678 5289 4656 10905
"35" 544 56823 69420 30888 6540 5780 13615
"36" 560 66685 59448 34716 7879 7178 16912
"37" 576 76931 49022 38001 9197 8843 20890
"38" 592 87275 38613 40286 10616 10800 25573
"39" 608 96908 28951 41206 11954 13016 30732
"40" 624 105462 20422 40291 13333 15431 36407
"41" 640 112400 13531 37534 14049 18122 42695
"42" 656 117632 8485 33064 14459 20896 49213
"43" 672 121297 5056 27739 14083 23751 55724
"44" 688 123699 2890 21816 13370 26405 62108
"45" 704 125145 1653 16248 12032 28912 67953
"46" 720 126044 929 11558 10333 31085 73068
"47" 736 126535 589 7772 8529 32887 77347
"48" 752 126868 398 5050 6767 34368 80683
"49" 768 127079 262 3174 4943 35576 83386
"50" 784 127192 203 1895 3594 36412 85291
"51" 800 127246 172 1129 2490 37011 86616
