"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127486 13 5 2 3
"3" 8 32 127478 22 4 2 4
"4" 12 42 127468 30 6 2 4
"5" 16 57 127453 41 6 5 5
"6" 20 72 127435 50 9 6 7
"7" 24 97 127410 64 12 7 14
"8" 28 137 127371 92 14 9 22
"9" 32 185 127320 128 18 10 29
"10" 36 232 127276 153 22 14 43
"11" 40 304 127190 196 33 17 58
"12" 44 402 127096 261 44 21 76
"13" 48 516 126984 326 56 34 100
"14" 52 648 126848 409 62 44 133
"15" 56 808 126681 493 80 62 173
"16" 60 1012 126478 617 98 81 216
"17" 64 1268 126202 763 125 115 265
"18" 68 1619 125851 979 169 152 319
"19" 72 2067 125385 1257 224 182 404
"20" 76 2609 124824 1574 278 227 530
"21" 80 3360 124058 2072 330 282 676
"22" 84 4223 123178 2556 450 355 862
"23" 88 5389 121996 3274 563 462 1090
"24" 92 6813 120528 4133 716 573 1391
"25" 96 8594 118679 5203 888 736 1767
"26" 100 10893 116338 6558 1150 948 2237
"27" 104 13780 113403 8271 1491 1211 2807
"28" 108 17239 109803 10283 1844 1549 3563
"29" 112 21557 105409 12798 2303 1937 4519
"30" 116 26816 100073 15755 2902 2480 5679
"31" 120 33099 93600 19063 3662 3132 7242
"32" 124 40639 85899 22998 4611 3919 9111
"33" 128 49199 77140 27299 5560 4882 11458
"34" 132 58485 67736 31458 6730 6034 14263
"35" 136 68498 57501 35322 8054 7472 17650
"36" 140 78711 47266 38404 9531 9156 21620
"37" 144 89002 36834 40495 10942 11238 26327
"38" 148 98174 27600 40626 12247 13473 31828
"39" 152 106395 19416 39300 13411 15980 37704
"40" 156 113262 12703 36547 14068 18686 43961
"41" 160 118376 7804 32251 14321 21410 50394
"42" 164 121875 4488 26772 13985 24151 56967
"43" 168 124061 2536 20946 13119 26807 63189
"44" 172 125376 1412 15494 11803 29235 68844
"45" 176 126148 842 10943 10039 31343 73823
"46" 180 126645 519 7293 8237 33156 77959
"47" 184 126942 333 4674 6365 34559 81344
"48" 188 127117 242 2908 4703 35635 83871
"49" 192 127216 198 1756 3348 36418 85694
"50" 196 127285 169 1064 2332 36955 86934
"51" 200 127317 143 590 1571 37333 87823
