"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 18 127491 8 6 0 4
"3" 8 33 127477 23 5 0 5
"4" 12 44 127465 34 2 1 7
"5" 16 52 127458 38 5 2 7
"6" 20 64 127445 42 8 3 11
"7" 24 85 127422 55 7 7 16
"8" 28 102 127404 66 10 9 17
"9" 32 141 127366 90 15 12 24
"10" 36 178 127329 108 23 16 31
"11" 40 236 127269 149 26 22 39
"12" 44 314 127187 194 40 26 54
"13" 48 425 127068 276 47 33 69
"14" 52 539 126954 343 57 50 89
"15" 56 680 126816 434 74 56 116
"16" 60 855 126636 533 98 69 155
"17" 64 1138 126336 704 134 93 207
"18" 68 1508 125961 960 145 120 283
"19" 72 1900 125550 1211 173 147 369
"20" 76 2428 125010 1524 258 178 468
"21" 80 3127 124315 1954 322 239 612
"22" 84 4016 123364 2466 445 310 795
"23" 88 5203 122173 3231 543 400 1029
"24" 92 6652 120684 4120 717 502 1313
"25" 96 8470 118827 5220 897 669 1684
"26" 100 10724 116518 6537 1159 874 2154
"27" 104 13482 113666 8204 1378 1124 2776
"28" 108 16894 110196 10049 1894 1422 3529
"29" 112 21270 105709 12618 2284 1830 4538
"30" 116 26533 100291 15581 2888 2344 5720
"31" 120 32744 93927 18993 3534 2973 7244
"32" 124 40199 86347 22960 4360 3751 9128
"33" 128 48493 77873 26954 5408 4720 11411
"34" 132 57801 68447 31054 6707 5908 14132
"35" 136 67784 58306 34888 8057 7377 17462
"36" 140 77879 48096 37930 9387 9049 21513
"37" 144 87890 37963 39821 10767 11103 26199
"38" 148 97432 28370 40688 12080 13341 31323
"39" 152 105826 20007 39888 13019 15805 37114
"40" 156 112734 13131 37123 13928 18457 43226
"41" 160 118029 8121 32847 14245 21187 49750
"42" 164 121693 4645 27397 14116 23866 56314
"43" 168 123919 2624 21443 13338 26639 62499
"44" 172 125279 1478 15865 11943 29044 68427
"45" 176 126169 844 11285 10112 31194 73578
"46" 180 126650 496 7563 8280 33068 77739
"47" 184 126951 319 4841 6458 34542 81110
"48" 188 127110 230 3030 4785 35644 83651
"49" 192 127219 175 1822 3535 36430 85432
"50" 196 127292 143 1046 2437 37043 86766
"51" 200 127345 123 616 1593 37453 87683
