"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 26 127484 16 3 1 6
"3" 8 40 127468 29 3 1 7
"4" 12 48 127461 32 4 2 10
"5" 16 55 127452 36 5 2 12
"6" 20 78 127429 51 9 3 15
"7" 24 104 127400 70 10 4 20
"8" 28 127 127380 83 10 8 26
"9" 32 163 127342 104 12 11 36
"10" 36 206 127295 126 26 12 42
"11" 40 285 127220 176 35 20 54
"12" 44 359 127144 226 29 26 78
"13" 48 421 127074 256 43 35 87
"14" 52 562 126930 341 68 45 108
"15" 56 746 126740 456 91 61 138
"16" 60 1002 126480 650 102 81 169
"17" 64 1258 126227 814 112 100 232
"18" 68 1594 125882 983 191 124 296
"19" 72 2080 125376 1289 228 171 392
"20" 76 2676 124769 1666 301 219 490
"21" 80 3383 124021 2088 372 286 637
"22" 84 4297 123113 2642 460 368 827
"23" 88 5455 121913 3336 582 465 1072
"24" 92 6953 120371 4250 736 591 1376
"25" 96 8835 118445 5430 929 728 1748
"26" 100 11175 116041 6791 1204 941 2239
"27" 104 14162 113003 8542 1548 1233 2839
"28" 108 17873 109223 10733 1965 1582 3593
"29" 112 22252 104663 13244 2369 2041 4598
"30" 116 27688 99127 16312 3027 2561 5788
"31" 120 34018 92681 19696 3791 3211 7320
"32" 124 41457 85038 23421 4754 4000 9282
"33" 128 49997 76364 27498 5788 5047 11664
"34" 132 59384 66845 31598 6933 6256 14597
"35" 136 69404 56638 35439 8128 7716 18121
"36" 140 79524 46347 38378 9442 9479 22225
"37" 144 89418 36400 40136 11006 11517 26759
"38" 148 98746 27065 40488 12310 13892 32056
"39" 152 106993 18877 39364 13247 16372 38010
"40" 156 113646 12325 36217 14126 19032 44271
"41" 160 118650 7536 31761 14353 21770 50766
"42" 164 122100 4247 26217 14113 24552 57218
"43" 168 124179 2420 20458 12999 27188 63534
"44" 172 125469 1353 15080 11634 29585 69170
"45" 176 126196 790 10509 9934 31688 74065
"46" 180 126703 482 7044 8130 33469 78060
"47" 184 126931 323 4554 6289 34847 81241
"48" 188 127110 241 2838 4701 35852 83719
"49" 192 127237 178 1680 3435 36581 85541
"50" 196 127297 143 997 2300 37154 86846
"51" 200 127327 127 574 1547 37517 87689
