"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 17 127491 7 7 0 3
"3" 8 29 127481 18 3 0 8
"4" 12 36 127472 23 3 0 10
"5" 16 43 127467 29 2 1 11
"6" 20 44 127463 24 2 2 16
"7" 24 54 127453 29 6 2 17
"8" 28 74 127436 39 7 3 25
"9" 32 93 127415 51 8 4 30
"10" 36 112 127392 62 14 5 31
"11" 40 153 127351 94 14 8 37
"12" 44 183 127323 113 15 10 45
"13" 48 221 127284 132 23 12 54
"14" 52 288 127220 171 31 16 70
"15" 56 347 127151 195 40 25 87
"16" 60 461 127035 277 46 32 106
"17" 64 578 126917 357 53 40 128
"18" 68 735 126764 448 72 55 160
"19" 72 905 126579 551 83 71 200
"20" 76 1165 126312 704 124 87 250
"21" 80 1484 125989 912 133 119 320
"22" 84 1875 125580 1144 189 137 405
"23" 88 2466 124985 1514 261 189 502
"24" 92 3144 124276 1938 344 231 631
"25" 96 3994 123398 2484 405 303 802
"26" 100 5053 122332 3120 537 398 998
"27" 104 6453 120875 3922 725 522 1284
"28" 108 8207 119089 4976 869 680 1682
"29" 112 10439 116794 6305 1123 866 2145
"30" 116 13150 114010 7896 1435 1112 2707
"31" 120 16550 110539 9893 1781 1413 3463
"32" 124 20626 106350 12234 2230 1801 4361
"33" 128 25804 101050 15234 2758 2303 5509
"34" 132 31976 94742 18644 3467 2913 6952
"35" 136 39056 87515 22385 4284 3676 8711
"36" 140 47143 79246 26300 5328 4626 10889
"37" 144 56421 69803 30457 6614 5782 13568
"38" 148 66495 59602 34651 7891 7137 16816
"39" 152 76765 49124 37953 9297 8842 20673
"40" 156 87154 38714 40350 10733 10831 25240
"41" 160 96745 28987 41167 12008 13077 30493
"42" 164 105450 20448 40454 13185 15532 36279
"43" 168 112363 13604 37646 14049 18247 42421
"44" 172 117719 8430 33375 14237 21132 48975
"45" 176 121358 4936 27814 14060 23873 55611
"46" 180 123700 2825 21797 13385 26577 61941
"47" 184 125152 1610 16245 12091 29000 67816
"48" 188 126017 943 11502 10309 31206 73000
"49" 192 126531 593 7728 8495 33064 77244
"50" 196 126868 378 5007 6656 34502 80703
"51" 200 127076 270 3116 5082 35607 83271
