"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 29 127483 19 8 0 2
"3" 8 31 127478 20 3 4 4
"4" 12 43 127467 30 3 4 6
"5" 16 56 127452 37 4 6 9
"6" 20 67 127442 41 8 7 11
"7" 24 90 127419 57 9 11 13
"8" 28 124 127380 83 12 12 17
"9" 32 171 127333 115 18 14 24
"10" 36 204 127300 134 21 17 32
"11" 40 264 127241 165 27 23 49
"12" 44 343 127161 218 35 28 62
"13" 48 430 127067 269 47 33 81
"14" 52 555 126943 348 58 40 109
"15" 56 719 126775 452 74 55 138
"16" 60 912 126563 565 102 78 167
"17" 64 1202 126276 750 142 93 217
"18" 68 1601 125869 1007 173 120 301
"19" 72 2021 125444 1282 192 152 395
"20" 76 2497 124944 1555 240 196 506
"21" 80 3188 124230 1943 345 256 644
"22" 84 4123 123286 2539 426 342 816
"23" 88 5240 122113 3212 566 435 1027
"24" 92 6641 120666 4038 722 545 1336
"25" 96 8442 118826 5129 880 699 1734
"26" 100 10813 116436 6588 1155 873 2197
"27" 104 13644 113524 8316 1424 1109 2795
"28" 108 17059 109995 10330 1815 1404 3510
"29" 112 21362 105598 12751 2405 1786 4420
"30" 116 26775 100071 15850 2950 2293 5682
"31" 120 33060 93651 19187 3748 2955 7170
"32" 124 40466 86054 23112 4497 3790 9067
"33" 128 48859 77500 27202 5528 4742 11387
"34" 132 58159 68072 31365 6637 5915 14242
"35" 136 68037 57960 34930 8066 7390 17651
"36" 140 78372 47538 38215 9415 9071 21671
"37" 144 88447 37364 40177 10825 11086 26359
"38" 148 98049 27779 40960 12238 13344 31507
"39" 152 106401 19368 40000 13199 15885 37317
"40" 156 113208 12687 37091 13949 18582 43586
"41" 160 118486 7649 32751 14358 21313 50064
"42" 164 121933 4409 27120 14095 24174 56544
"43" 168 124099 2459 21170 13209 26845 62875
"44" 172 125438 1393 15634 11844 29326 68634
"45" 176 126228 796 10868 10201 31476 73683
"46" 180 126706 459 7312 8193 33284 77917
"47" 184 126988 305 4616 6334 34669 81369
"48" 188 127148 218 2860 4594 35739 83955
"49" 192 127226 174 1670 3295 36525 85736
"50" 196 127286 152 985 2251 37086 86964
"51" 200 127323 135 554 1471 37465 87833
