"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 19 12740 9 5 2 3
"3" 8 23 12736 13 4 3 3
"4" 12 29 12731 17 4 4 4
"5" 16 30 12729 17 2 5 6
"6" 20 40 12719 22 4 7 7
"7" 24 44 12714 22 3 7 12
"8" 28 54 12706 28 5 7 14
"9" 32 64 12696 29 10 10 15
"10" 36 70 12688 29 8 14 19
"11" 40 83 12676 31 13 16 23
"12" 44 104 12655 46 15 17 26
"13" 48 116 12644 47 16 21 32
"14" 52 134 12624 59 9 22 44
"15" 56 141 12614 60 9 24 48
"16" 60 150 12607 60 13 25 52
"17" 64 171 12586 62 25 30 54
"18" 68 192 12563 62 28 36 66
"19" 72 216 12542 72 20 45 79
"20" 76 235 12523 70 24 48 93
"21" 80 263 12494 78 26 58 101
"22" 84 284 12471 80 33 58 113
"23" 88 303 12453 83 30 66 124
"24" 92 331 12426 88 36 72 135
"25" 96 360 12392 93 41 79 147
"26" 100 391 12366 105 39 87 160
"27" 104 418 12341 104 39 91 184
"28" 108 451 12304 109 38 97 207
"29" 112 479 12278 112 35 107 225
"30" 116 507 12250 107 40 118 242
"31" 120 539 12214 115 34 125 265
"32" 124 568 12187 117 39 134 278
"33" 128 588 12169 105 43 142 298
"34" 132 609 12148 100 45 148 316
"35" 136 640 12118 102 45 158 335
"36" 140 665 12091 102 45 164 354
"37" 144 694 12060 99 46 178 371
"38" 148 720 12033 101 39 189 391
"39" 152 741 12014 92 45 199 405
"40" 156 774 11985 97 41 209 427
"41" 160 788 11967 83 47 220 438
"42" 164 826 11932 90 44 226 466
"43" 168 838 11915 81 43 231 483
"44" 172 864 11893 92 27 243 502
"45" 176 884 11875 79 34 252 519
"46" 180 897 11860 74 25 260 538
"47" 184 904 11850 55 33 265 551
"48" 188 926 11832 55 34 270 567
"49" 192 946 11812 57 32 272 585
"50" 196 966 11791 64 32 277 593
"51" 200 981 11775 62 33 281 605
