"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 16 127494 6 6 2 2
"3" 8 27 127482 17 3 3 4
"4" 12 34 127473 23 2 5 4
"5" 16 42 127468 27 5 5 5
"6" 20 49 127458 30 6 6 7
"7" 24 66 127441 43 8 6 9
"8" 28 93 127415 62 6 8 17
"9" 32 106 127399 69 7 9 21
"10" 36 138 127366 88 15 10 25
"11" 40 176 127331 112 16 16 32
"12" 44 219 127286 133 23 19 44
"13" 48 267 127232 154 31 24 58
"14" 52 358 127145 222 35 30 71
"15" 56 437 127059 263 48 36 90
"16" 60 573 126922 343 69 52 109
"17" 64 739 126753 462 75 63 139
"18" 68 921 126567 571 87 82 181
"19" 72 1164 126316 698 139 102 225
"20" 76 1484 125992 899 154 135 296
"21" 80 1897 125561 1146 209 168 374
"22" 84 2447 124988 1512 257 207 471
"23" 88 3123 124305 1913 336 257 617
"24" 92 4008 123425 2451 430 343 784
"25" 96 5022 122360 3049 523 440 1010
"26" 100 6390 120960 3866 673 553 1298
"27" 104 8123 119177 4938 805 714 1666
"28" 108 10276 116980 6222 1051 893 2110
"29" 112 12897 114307 7731 1335 1135 2696
"30" 116 16038 111044 9473 1726 1434 3405
"31" 120 20161 106844 11837 2193 1846 4285
"32" 124 25168 101688 14686 2768 2313 5401
"33" 128 31261 95522 18127 3394 2901 6839
"34" 132 38247 88345 21792 4242 3618 8595
"35" 136 46354 80066 25940 5123 4530 10761
"36" 140 55318 70919 29855 6434 5666 13363
"37" 144 65184 60952 33961 7608 7017 16598
"38" 148 75179 50760 37085 9038 8590 20466
"39" 152 85364 40563 39536 10379 10454 24995
"40" 156 94837 30969 40464 11594 12704 30075
"41" 160 103689 22216 39997 12976 15041 35675
"42" 164 110889 14985 37637 13830 17682 41740
"43" 168 116642 9476 33741 14318 20443 48140
"44" 172 120577 5740 28649 14119 23279 54530
"45" 176 123271 3242 23032 13448 25978 60813
"46" 180 124846 1876 17349 12258 28528 66711
"47" 184 125866 1082 12498 10590 30810 71968
"48" 188 126444 643 8516 8721 32743 76464
"49" 192 126815 424 5600 6930 34333 79952
"50" 196 127024 298 3474 5312 35516 82722
"51" 200 127151 231 2142 3864 36379 84766
