"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127488 12 7 2 1
"3" 8 36 127474 26 3 3 4
"4" 12 46 127463 33 3 4 6
"5" 16 64 127445 47 6 5 6
"6" 20 83 127424 57 10 6 10
"7" 24 116 127392 76 16 8 16
"8" 28 162 127342 107 22 8 25
"9" 32 216 127282 142 22 13 39
"10" 36 281 127220 186 25 16 54
"11" 40 369 127134 243 32 24 70
"12" 44 472 127027 307 40 39 86
"13" 48 575 126923 357 60 47 111
"14" 52 755 126739 454 99 54 148
"15" 56 988 126505 604 104 78 202
"16" 60 1235 126226 755 123 102 255
"17" 64 1580 125889 972 169 119 320
"18" 68 2021 125439 1237 212 168 404
"19" 72 2599 124849 1592 275 210 522
"20" 76 3401 124041 2102 373 264 662
"21" 80 4277 123105 2620 449 351 857
"22" 84 5466 121891 3380 551 455 1080
"23" 88 6911 120390 4240 724 578 1369
"24" 92 8746 118529 5344 931 745 1726
"25" 96 11078 116171 6688 1191 955 2244
"26" 100 14049 113108 8454 1497 1252 2846
"27" 104 17665 109406 10602 1893 1554 3616
"28" 108 22110 104818 13230 2375 1986 4519
"29" 112 27545 99254 16272 2967 2478 5828
"30" 116 33958 92722 19737 3736 3143 7342
"31" 120 41424 85083 23596 4633 3895 9300
"32" 124 50163 76178 27793 5773 4918 11679
"33" 128 59863 66259 32123 6905 6151 14684
"34" 132 69946 56017 35875 8301 7626 18144
"35" 136 80246 45693 38729 9881 9342 22294
"36" 140 90375 35418 40797 11124 11339 27115
"37" 144 99863 25966 41043 12525 13758 32537
"38" 148 107965 17931 39641 13571 16297 38456
"39" 152 114433 11586 36413 14175 18980 44865
"40" 156 119160 7061 31619 14251 21803 51487
"41" 160 122236 4094 25935 13706 24592 58003
"42" 164 124303 2311 20099 12833 27243 64128
"43" 168 125535 1305 14610 11528 29655 69742
"44" 172 126241 795 10245 9763 31695 74538
"45" 176 126658 509 6817 7833 33439 78569
"46" 180 126977 343 4394 6063 34782 81738
"47" 184 127150 230 2711 4515 35814 84110
"48" 188 127230 185 1619 3187 36591 85833
"49" 192 127300 154 948 2149 37098 87105
"50" 196 127320 135 523 1464 37425 87908
"51" 200 127352 127 312 951 37677 88412
