"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 34 127476 24 8 0 2
"3" 32 50 127457 40 3 1 6
"4" 48 56 127448 43 2 3 8
"5" 64 77 127432 56 6 5 10
"6" 80 93 127416 63 10 8 12
"7" 96 130 127379 81 20 13 16
"8" 112 177 127331 112 20 17 28
"9" 128 233 127272 147 28 19 39
"10" 144 298 127205 191 30 24 53
"11" 160 372 127129 230 47 32 63
"12" 176 504 126996 325 59 39 81
"13" 192 646 126848 405 74 60 107
"14" 208 844 126642 525 98 73 148
"15" 224 1107 126366 695 130 92 190
"16" 240 1445 126028 920 155 123 247
"17" 256 1889 125574 1206 198 151 334
"18" 272 2443 124999 1542 263 192 446
"19" 288 3181 124239 1994 346 243 598
"20" 304 4083 123318 2559 424 330 770
"21" 320 5169 122189 3226 539 424 980
"22" 336 6541 120794 4014 699 554 1274
"23" 352 8310 119005 5062 902 694 1652
"24" 368 10487 116766 6342 1105 901 2139
"25" 384 13235 113937 7992 1388 1160 2695
"26" 400 16693 110417 10018 1800 1466 3409
"27" 416 20924 106017 12423 2310 1862 4329
"28" 432 26163 100736 15496 2856 2366 5445
"29" 448 32427 94302 18970 3563 2980 6914
"30" 464 39621 86968 22678 4422 3766 8755
"31" 480 47935 78435 26770 5441 4726 10998
"32" 496 57449 68811 31185 6706 5799 13759
"33" 512 67335 58722 35028 7906 7264 17137
"34" 528 77464 48440 38036 9387 8979 21062
"35" 544 87762 38091 40199 10857 10930 25776
"36" 560 97344 28578 40799 12283 13227 31035
"37" 576 105683 20183 39912 13095 15687 36989
"38" 592 112542 13407 37102 13981 18329 43130
"39" 608 117870 8265 32837 14370 21081 49582
"40" 624 121485 4839 27551 13898 23860 56176
"41" 640 123815 2725 21640 13320 26494 62361
"42" 656 125259 1534 16130 11994 28988 68147
"43" 672 126119 852 11394 10378 31172 73175
"44" 688 126600 528 7637 8366 33066 77531
"45" 704 126912 341 4936 6578 34507 80891
"46" 720 127081 244 3177 4795 35623 83486
"47" 736 127201 191 1910 3510 36411 85370
"48" 752 127287 157 1133 2362 37011 86781
"49" 768 127311 139 630 1646 37388 87647
"50" 784 127344 126 357 1055 37659 88273
"51" 800 127378 110 231 667 37829 88651
