"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 19 12741 9 7 0 3
"3" 8 24 12736 14 4 2 4
"4" 12 28 12729 16 4 2 6
"5" 16 35 12723 21 4 3 7
"6" 20 40 12720 20 7 3 10
"7" 24 50 12709 24 6 4 16
"8" 28 56 12702 25 8 5 18
"9" 32 66 12693 28 10 5 23
"10" 36 80 12680 34 14 8 24
"11" 40 88 12669 36 12 9 31
"12" 44 99 12658 39 13 10 37
"13" 48 118 12641 42 27 10 39
"14" 52 131 12624 48 19 17 47
"15" 56 152 12607 58 21 20 53
"16" 60 167 12584 62 19 25 61
"17" 64 196 12561 70 23 31 72
"18" 68 219 12538 79 21 37 82
"19" 72 244 12510 82 30 41 91
"20" 76 270 12486 89 32 47 102
"21" 80 298 12459 90 37 55 116
"22" 84 319 12437 89 31 63 136
"23" 88 334 12419 91 32 64 147
"24" 92 357 12401 78 39 69 171
"25" 96 388 12368 93 34 74 187
"26" 100 423 12334 105 34 81 203
"27" 104 449 12307 103 39 89 218
"28" 108 473 12281 104 43 93 233
"29" 112 500 12257 106 43 101 250
"30" 116 535 12223 109 43 112 271
"31" 120 557 12198 105 38 116 298
"32" 124 587 12171 103 47 122 315
"33" 128 624 12135 109 43 137 335
"34" 132 645 12111 106 43 144 352
"35" 136 665 12088 97 46 153 369
"36" 140 697 12061 95 51 161 390
"37" 144 718 12041 89 44 170 415
"38" 148 735 12023 84 36 183 432
"39" 152 752 12007 74 40 191 447
"40" 156 772 11988 70 41 197 464
"41" 160 791 11966 72 31 203 485
"42" 164 807 11951 75 23 210 499
"43" 168 818 11935 69 23 215 511
"44" 172 836 11922 65 33 221 517
"45" 176 851 11909 57 36 228 530
"46" 180 870 11888 63 25 233 549
"47" 184 882 11876 57 28 235 562
"48" 188 893 11865 55 21 239 578
"49" 192 903 11855 48 23 243 589
"50" 196 919 11838 46 26 247 600
"51" 200 936 11823 50 26 248 612
