"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127490 12 4 2 5
"3" 8 22 127487 11 4 2 5
"4" 12 31 127478 18 4 4 5
"5" 16 43 127467 29 3 4 7
"6" 20 52 127456 32 7 4 9
"7" 24 60 127445 34 7 7 12
"8" 28 80 127424 48 7 10 15
"9" 32 95 127412 53 11 14 17
"10" 36 129 127379 78 10 17 24
"11" 40 158 127346 98 10 21 29
"12" 44 186 127321 106 21 23 36
"13" 48 235 127266 128 35 26 46
"14" 52 317 127186 185 37 33 62
"15" 56 402 127102 242 38 42 80
"16" 60 495 127003 285 58 51 101
"17" 64 648 126844 380 77 55 136
"18" 68 844 126646 509 91 72 172
"19" 72 1114 126367 687 124 88 215
"20" 76 1442 126035 914 141 112 275
"21" 80 1836 125624 1158 177 139 362
"22" 84 2278 125167 1431 225 176 446
"23" 88 2876 124561 1778 314 229 555
"24" 92 3698 123711 2250 414 312 722
"25" 96 4783 122604 2917 512 405 949
"26" 100 6091 121245 3761 610 512 1208
"27" 104 7685 119636 4733 797 625 1530
"28" 108 9678 117549 5882 998 804 1994
"29" 112 12303 114903 7430 1299 1056 2518
"30" 116 15537 111578 9379 1655 1319 3184
"31" 120 19393 107597 11540 2078 1706 4069
"32" 124 24182 102722 14288 2621 2154 5119
"33" 128 30131 96629 17577 3355 2737 6462
"34" 132 37024 89558 21285 4106 3454 8179
"35" 136 44993 81471 25440 4913 4368 10272
"36" 140 53688 72555 29285 6142 5462 12799
"37" 144 63477 62602 33391 7303 6816 15967
"38" 148 73848 52137 37037 8824 8352 19635
"39" 152 84194 41717 39751 10308 10146 23989
"40" 156 94027 31733 40849 11782 12300 29096
"41" 160 103150 22719 40761 13116 14600 34673
"42" 164 110433 15451 38452 13792 17294 40895
"43" 168 116260 9802 34497 14266 20115 47382
"44" 172 120414 5862 29411 14180 22890 53933
"45" 176 123185 3348 23584 13553 25562 60486
"46" 180 124852 1867 17844 12434 28178 66396
"47" 184 125899 1046 12934 10825 30462 71678
"48" 188 126453 640 8815 9012 32381 76245
"49" 192 126795 414 5724 7133 33991 79947
"50" 196 127038 281 3567 5451 35201 82819
"51" 200 127189 199 2137 3988 36074 84990
