"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 28 127481 18 4 5 1
"3" 8 38 127472 28 3 6 1
"4" 12 47 127461 34 2 8 3
"5" 16 55 127454 37 4 9 5
"6" 20 77 127433 48 12 10 7
"7" 24 94 127412 58 7 15 14
"8" 28 110 127397 66 8 19 17
"9" 32 140 127367 79 16 23 22
"10" 36 180 127326 107 17 26 30
"11" 40 213 127283 116 22 36 39
"12" 44 279 127223 160 30 40 49
"13" 48 365 127141 219 34 45 67
"14" 52 439 127054 255 40 56 88
"15" 56 553 126940 323 57 66 107
"16" 60 733 126759 428 81 79 145
"17" 64 974 126509 598 99 90 187
"18" 68 1200 126272 730 131 107 232
"19" 72 1559 125911 968 153 137 301
"20" 76 1949 125501 1185 214 184 366
"21" 80 2495 124943 1538 264 233 460
"22" 84 3231 124204 2010 316 296 609
"23" 88 4061 123337 2489 418 375 779
"24" 92 5237 122139 3216 544 476 1001
"25" 96 6643 120681 4064 706 597 1276
"26" 100 8524 118771 5212 893 737 1682
"27" 104 10747 116500 6524 1141 928 2154
"28" 108 13584 113576 8185 1444 1181 2774
"29" 112 17254 109827 10383 1853 1513 3505
"30" 116 21768 105169 12978 2402 1918 4470
"31" 120 27089 99751 16027 2947 2448 5667
"32" 124 33331 93390 19414 3613 3102 7202
"33" 128 40607 85946 23145 4451 3925 9086
"34" 132 48863 77551 27068 5500 4884 11411
"35" 136 58091 68147 30956 6805 6088 14242
"36" 140 68302 57755 34997 8136 7496 17673
"37" 144 78539 47453 38230 9305 9204 21800
"38" 148 88517 37280 40261 10766 11179 26311
"39" 152 98037 27788 40804 12181 13493 31559
"40" 156 106282 19594 39589 13236 15973 37484
"41" 160 113156 12839 36791 14058 18666 43641
"42" 164 118256 7907 32260 14452 21402 50142
"43" 168 121740 4630 26799 14056 24219 56666
"44" 172 124034 2576 21251 12954 26920 62909
"45" 176 125354 1477 15613 11814 29331 68596
"46" 180 126191 814 10959 10081 31508 73643
"47" 184 126619 510 7337 8136 33273 77873
"48" 188 126973 324 4799 6371 34709 81094
"49" 192 127115 243 2908 4904 35733 83570
"50" 196 127248 178 1797 3442 36541 85468
"51" 200 127298 152 1018 2297 37124 86859
