"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 29 127481 19 4 2 4
"3" 8 36 127474 25 2 3 6
"4" 12 37 127473 23 4 3 7
"5" 16 52 127458 32 6 4 10
"6" 20 66 127443 43 6 4 13
"7" 24 90 127418 59 8 6 17
"8" 28 112 127394 69 12 7 24
"9" 32 138 127371 88 14 9 27
"10" 36 174 127331 98 26 12 38
"11" 40 236 127271 145 29 17 45
"12" 44 306 127193 196 25 26 59
"13" 48 395 127108 254 23 36 82
"14" 52 485 127015 306 35 43 101
"15" 56 573 126916 342 58 48 125
"16" 60 749 126740 440 85 61 163
"17" 64 958 126518 567 111 74 206
"18" 68 1227 126252 751 121 97 258
"19" 72 1575 125892 974 154 128 319
"20" 76 1973 125477 1221 182 164 406
"21" 80 2511 124933 1547 248 199 517
"22" 84 3241 124201 2006 353 245 637
"23" 88 4135 123262 2550 445 325 815
"24" 92 5263 122093 3235 568 401 1059
"25" 96 6790 120554 4157 753 523 1357
"26" 100 8673 118598 5337 916 684 1736
"27" 104 11020 116209 6767 1147 876 2230
"28" 108 13919 113261 8474 1478 1152 2815
"29" 112 17448 109611 10533 1861 1505 3549
"30" 116 21724 105204 12852 2495 1909 4468
"31" 120 27274 99567 16040 3024 2454 5756
"32" 124 33734 92930 19681 3650 3133 7270
"33" 128 41266 85314 23565 4618 3915 9168
"34" 132 49590 76745 27544 5607 4952 11487
"35" 136 58915 67250 31431 6887 6208 14389
"36" 140 69070 57010 35256 8261 7693 17860
"37" 144 79401 46565 38466 9561 9436 21938
"38" 148 89466 36360 40515 10873 11424 26654
"39" 152 98830 27013 40934 12250 13668 31978
"40" 156 106818 19006 39513 13201 16209 37895
"41" 160 113477 12455 36457 14129 18901 43990
"42" 164 118440 7699 31986 14332 21659 50463
"43" 168 121886 4503 26235 14232 24407 57012
"44" 172 124083 2497 20587 13101 27130 63265
"45" 176 125454 1403 15233 11795 29532 68894
"46" 180 126185 817 10715 10012 31590 73868
"47" 184 126638 513 7176 8177 33360 77925
"48" 188 126921 362 4628 6349 34800 81144
"49" 192 127113 250 2824 4689 35917 83683
"50" 196 127203 197 1685 3363 36704 85451
"51" 200 127292 158 1022 2305 37270 86695
