"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127488 12 6 1 3
"3" 8 39 127470 29 4 1 5
"4" 12 49 127459 38 2 1 8
"5" 16 59 127447 43 3 1 12
"6" 20 74 127429 50 5 2 17
"7" 24 108 127401 68 17 2 21
"8" 28 146 127359 96 20 3 27
"9" 32 188 127318 123 19 8 38
"10" 36 235 127271 149 30 8 48
"11" 40 300 127200 193 34 12 61
"12" 44 403 127101 253 51 19 80
"13" 48 515 126981 330 59 26 100
"14" 52 693 126797 452 72 38 131
"15" 56 902 126576 586 87 59 170
"16" 60 1136 126345 732 108 77 219
"17" 64 1462 126012 930 134 103 295
"18" 68 1876 125586 1164 221 133 358
"19" 72 2383 125053 1469 272 182 460
"20" 76 3104 124324 1938 345 238 583
"21" 80 3909 123474 2426 385 308 790
"22" 84 4963 122401 3048 543 387 985
"23" 88 6375 120990 3886 721 511 1257
"24" 92 8131 119154 4978 860 664 1629
"25" 96 10260 116997 6250 1056 866 2088
"26" 100 12933 114230 7807 1336 1118 2672
"27" 104 16189 110923 9751 1648 1430 3360
"28" 108 20107 106898 11898 2240 1783 4186
"29" 112 25098 101810 14716 2749 2346 5287
"30" 116 31026 95710 17952 3447 2947 6680
"31" 120 38000 88633 21611 4226 3715 8448
"32" 124 46121 80309 25693 5236 4628 10564
"33" 128 55251 71059 29972 6234 5812 13233
"34" 132 64890 61190 33761 7450 7179 16500
"35" 136 74961 51021 36984 8900 8838 20239
"36" 140 85140 40687 39395 10337 10728 24680
"37" 144 94716 31050 40370 11698 12931 29717
"38" 148 103522 22299 40144 12732 15318 35328
"39" 152 110605 15319 37609 13586 18062 41348
"40" 156 116420 9671 33924 14023 20784 47689
"41" 160 120490 5769 28816 14025 23532 54117
"42" 164 123229 3271 23280 13321 26287 60341
"43" 168 124796 1893 17544 12291 28748 66213
"44" 172 125851 1072 12591 10810 31034 71416
"45" 176 126482 604 8649 9030 32950 75853
"46" 180 126854 393 5682 7158 34565 79449
"47" 184 127030 270 3581 5406 35725 82318
"48" 188 127176 212 2210 3854 36667 84445
"49" 192 127248 175 1338 2689 37275 85946
"50" 196 127294 157 773 1786 37712 87023
"51" 200 127318 142 428 1179 37992 87719
