"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 28 127481 18 7 2 1
"3" 8 44 127465 34 5 3 2
"4" 12 60 127448 46 3 6 5
"5" 16 70 127438 50 4 7 9
"6" 20 94 127411 55 15 10 14
"7" 24 125 127378 73 23 11 18
"8" 28 183 127324 115 23 15 30
"9" 32 230 127276 146 20 21 43
"10" 36 279 127220 169 34 26 50
"11" 40 377 127123 235 44 28 70
"12" 44 492 127007 308 53 39 92
"13" 48 628 126869 388 71 47 122
"14" 52 847 126634 535 98 63 151
"15" 56 1081 126397 682 117 82 200
"16" 60 1405 126061 862 173 116 254
"17" 64 1841 125634 1130 216 152 343
"18" 68 2354 125094 1448 260 202 444
"19" 72 3018 124401 1860 329 265 564
"20" 76 3853 123551 2391 390 333 739
"21" 80 4890 122476 3022 510 410 948
"22" 84 6306 121032 3873 673 514 1246
"23" 88 8097 119181 5024 828 669 1576
"24" 92 10222 117059 6293 1069 849 2011
"25" 96 12909 114264 7870 1402 1096 2541
"26" 100 16264 110796 9862 1742 1404 3256
"27" 104 20536 106462 12355 2205 1798 4178
"28" 108 25517 101326 15140 2739 2315 5323
"29" 112 31528 95217 18459 3386 2940 6743
"30" 116 38664 87926 22110 4347 3691 8516
"31" 120 46660 79733 25973 5321 4658 10708
"32" 124 55834 70489 30248 6416 5772 13398
"33" 128 65707 60439 34199 7724 7179 16605
"34" 132 75745 50188 37333 9171 8774 20467
"35" 136 85918 39947 39746 10419 10730 25023
"36" 140 95496 30358 40575 11867 12893 30161
"37" 144 104130 21770 39923 13062 15327 35818
"38" 148 111355 14612 37565 13907 17981 41902
"39" 152 117007 9041 33571 14390 20710 48336
"40" 156 120993 5337 28539 14076 23579 54799
"41" 160 123547 3014 22850 13380 26286 61031
"42" 164 125029 1734 17072 12080 28920 66957
"43" 168 125965 1002 12116 10559 31157 72133
"44" 172 126536 593 8151 8816 33070 76499
"45" 176 126860 370 5257 6990 34611 80002
"46" 180 127079 270 3392 5201 35715 82771
"47" 184 127180 206 1987 3827 36563 84803
"48" 188 127254 165 1210 2615 37200 86229
"49" 192 127325 139 708 1801 37626 87190
"50" 196 127350 128 415 1155 37905 87875
"51" 200 127371 117 252 749 38091 88279
