"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 21 12738 11 8 0 2
"3" 8 29 12731 19 6 0 4
"4" 12 32 12727 19 6 0 7
"5" 16 40 12719 22 4 3 11
"6" 20 43 12717 22 3 3 15
"7" 24 52 12708 29 2 3 18
"8" 28 55 12703 29 5 3 18
"9" 32 65 12692 31 10 3 21
"10" 36 77 12683 37 10 4 26
"11" 40 85 12673 37 13 7 28
"12" 44 94 12664 37 15 10 32
"13" 48 114 12643 45 17 14 38
"14" 52 128 12629 49 20 14 45
"15" 56 146 12612 58 15 16 57
"16" 60 162 12596 61 18 18 65
"17" 64 189 12569 74 20 19 76
"18" 68 213 12546 83 22 20 88
"19" 72 237 12521 86 27 22 102
"20" 76 268 12488 95 26 28 119
"21" 80 296 12461 103 28 32 133
"22" 84 317 12436 97 39 34 147
"23" 88 357 12400 112 35 42 168
"24" 92 376 12383 112 33 46 185
"25" 96 397 12358 97 42 50 208
"26" 100 432 12325 109 33 63 227
"27" 104 447 12310 100 27 70 250
"28" 108 472 12284 87 41 77 267
"29" 112 486 12272 83 40 86 277
"30" 116 520 12237 88 36 96 300
"31" 120 551 12209 92 42 102 315
"32" 124 583 12174 102 42 107 332
"33" 128 611 12146 112 38 114 347
"34" 132 632 12123 108 40 118 366
"35" 136 651 12105 101 43 123 384
"36" 140 681 12074 95 55 128 403
"37" 144 715 12041 106 43 135 431
"38" 148 732 12023 100 37 142 453
"39" 152 757 12002 92 43 149 473
"40" 156 789 11968 106 35 155 493
"41" 160 814 11942 97 47 164 506
"42" 164 837 11921 99 43 168 527
"43" 168 853 11903 79 43 176 555
"44" 172 875 11883 78 45 183 569
"45" 176 885 11872 65 38 193 589
"46" 180 898 11861 63 33 196 606
"47" 184 909 11850 56 31 202 620
"48" 188 927 11832 58 29 207 633
"49" 192 942 11817 55 23 216 648
"50" 196 953 11806 57 21 219 656
"51" 200 957 11799 51 16 224 666
